# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,
#,,,,,
#,,,,,
# User preference: *,,,,,
#,,,,,
# COLUMN pl_name:        Planet Name,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,
# COLUMN disc_year:      Discovery Year,,,,,
# COLUMN releasedate:    Release Date,,,,,
#,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,releasedate
KIC 9663113 b,1,2,Transit,2015,05/12/2024
KIC 9663113 b,1,2,Transit,2015,08/05/2017
KIC 9663113 b,1,2,Transit,2015,05/01/2016
KIC 9663113 b,1,2,Transit,2015,18/11/2014
KIC 9663113 b,1,2,Transit,2015,06/09/2018
KIC 9663113 b,1,2,Transit,2015,25/09/2018
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,05/12/2019
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,12/09/2019
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,05/12/2019
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,05/12/2019
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,17/02/2023
KMT-2016-BLG-1107L b,1,1,Microlensing,2019,21/02/2019
KMT-2016-BLG-1107L b,1,1,Microlensing,2019,05/12/2019
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,05/12/2019
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,08/11/2018
KMT-2016-BLG-1820L b,1,1,Microlensing,2018,08/11/2018
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,02/04/2020
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,19/03/2020
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,08/11/2018
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,05/12/2019
KMT-2016-BLG-2321L b,1,1,Microlensing,2024,11/10/2024
KMT-2016-BLG-2321L b,1,1,Microlensing,2024,11/10/2024
KMT-2016-BLG-2321L b,1,1,Microlensing,2024,11/10/2024
KMT-2016-BLG-2364L b,1,1,Microlensing,2020,05/11/2020
KMT-2016-BLG-2397L b,1,1,Microlensing,2020,05/11/2020
KMT-2016-BLG-2397L b,1,1,Microlensing,2020,05/11/2020
KMT-2016-BLG-2605L b,1,1,Microlensing,2021,18/11/2021
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,25/07/2019
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,05/12/2019
KMT-2017-BLG-0428L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-0428L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-0428L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-0673L b,1,1,Microlensing,2022,17/12/2022
KMT-2017-BLG-0849L b,1,1,Microlensing,2024,13/05/2025
KMT-2017-BLG-1003L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-1003L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-1003L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-1038L b,1,1,Microlensing,2019,05/12/2019
KMT-2017-BLG-1038L b,1,1,Microlensing,2019,14/03/2019
KMT-2017-BLG-1057L b,1,1,Microlensing,2024,13/05/2025
KMT-2017-BLG-1146L b,1,1,Microlensing,2019,05/12/2019
KMT-2017-BLG-1146L b,1,1,Microlensing,2019,14/03/2019
KMT-2017-BLG-1194L b,1,1,Microlensing,2023,17/02/2023
KMT-2017-BLG-2197L b,1,1,Microlensing,2025,02/06/2025
KMT-2017-BLG-2197L b,1,1,Microlensing,2025,02/06/2025
KMT-2017-BLG-2331L b,1,1,Microlensing,2024,13/05/2025
KMT-2017-BLG-2509L b,1,1,Microlensing,2021,09/03/2022
KMT-2018-BLG-0029L b,1,1,Microlensing,2020,24/06/2020
KMT-2018-BLG-0029L b,1,1,Microlensing,2020,24/06/2020
KMT-2018-BLG-0030L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0087L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0087L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0247L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0247L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0247L b,1,1,Microlensing,2022,10/04/2023
KMT-2018-BLG-0748L b,1,1,Microlensing,2020,08/10/2020
KMT-2018-BLG-0885L b,1,1,Microlensing,2023,22/01/2024
KMT-2018-BLG-0885L b,1,1,Microlensing,2023,22/01/2024
KMT-2018-BLG-1025L b,1,1,Microlensing,2021,30/08/2021
KMT-2018-BLG-1025L b,1,1,Microlensing,2021,30/08/2021
KMT-2018-BLG-1025L b,1,1,Microlensing,2021,30/08/2021
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,24/06/2020
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,24/06/2020
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,24/06/2020
KMT-2018-BLG-1743L b,1,1,Microlensing,2021,11/10/2021
KMT-2018-BLG-1743L b,1,1,Microlensing,2021,11/10/2021
KMT-2018-BLG-1976L b,1,1,Microlensing,2021,03/08/2021
KMT-2018-BLG-1976L b,1,1,Microlensing,2021,03/08/2021
KMT-2018-BLG-1988L b,1,1,Microlensing,2022,09/03/2022
KMT-2018-BLG-1988L b,1,1,Microlensing,2022,09/03/2022
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,07/11/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,05/12/2019
KMT-2018-BLG-1996L b,1,1,Microlensing,2021,03/08/2021
KMT-2018-BLG-1996L b,1,1,Microlensing,2021,03/08/2021
KMT-2018-BLG-2602L b,1,1,Microlensing,2022,10/04/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-0297L b,1,1,Microlensing,2023,22/01/2024
KMT-2019-BLG-0298L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-0298L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-0298L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-0335L b,1,1,Microlensing,2023,22/01/2024
KMT-2019-BLG-0371L b,1,1,Microlensing,2021,09/08/2021
KMT-2019-BLG-0371L b,1,1,Microlensing,2021,09/08/2021
KMT-2019-BLG-0414L b,1,1,Microlensing,2022,17/12/2022
KMT-2019-BLG-0414L b,1,1,Microlensing,2022,17/12/2022
KMT-2019-BLG-0414L b,1,1,Microlensing,2022,17/12/2022
KMT-2019-BLG-0414L b,1,1,Microlensing,2022,17/12/2022
KMT-2019-BLG-0578L b,1,1,Microlensing,2025,07/04/2025
KMT-2019-BLG-0578L b,1,1,Microlensing,2025,07/04/2025
KMT-2019-BLG-0842L b,1,1,Microlensing,2020,08/10/2020
KMT-2019-BLG-0953L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-1042L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1367L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1367L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1367L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1552L b,1,1,Microlensing,2022,17/02/2023
KMT-2019-BLG-1715L b,1,1,Microlensing,2021,30/08/2021
KMT-2019-BLG-1715L b,1,1,Microlensing,2021,30/08/2021
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,17/02/2023
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,03/09/2020
KMT-2019-BLG-2783L b,1,1,Microlensing,2023,26/05/2023
KMT-2019-BLG-2974L b,1,1,Microlensing,2022,17/02/2023
KMT-2020-BLG-0414L b,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L b,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L b,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L b,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L c,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L c,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L c,1,2,Microlensing,2021,01/08/2022
KMT-2020-BLG-0414L c,1,2,Microlensing,2021,01/08/2022
KMT-2021-BLG-0119L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0119L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0119L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0119L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,30/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,20/12/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,17/12/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,17/12/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,17/12/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,17/12/2022
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,20/12/2022
KMT-2021-BLG-0320L b,1,1,Microlensing,2022,31/10/2022
KMT-2021-BLG-0320L b,1,1,Microlensing,2022,31/10/2022
KMT-2021-BLG-0322L b,2,1,Microlensing,2021,26/01/2022
KMT-2021-BLG-0322L b,2,1,Microlensing,2021,24/01/2022
KMT-2021-BLG-0712L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-0712L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-0712L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-0736L b,1,1,Microlensing,2025,07/04/2025
KMT-2021-BLG-0748L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-0748L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-0748L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-0909L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-0912L b,1,1,Microlensing,2022,09/03/2022
KMT-2021-BLG-0912L b,1,1,Microlensing,2022,09/03/2022
KMT-2021-BLG-1077L b,1,2,Microlensing,2022,04/01/2023
KMT-2021-BLG-1077L b,1,2,Microlensing,2022,04/01/2023
KMT-2021-BLG-1077L c,1,2,Microlensing,2022,04/01/2023
KMT-2021-BLG-1077L c,1,2,Microlensing,2022,04/01/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-1150L b,1,1,Microlensing,2023,05/04/2024
KMT-2021-BLG-1150L b,1,1,Microlensing,2023,05/04/2024
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1303L b,1,1,Microlensing,2022,31/10/2022
KMT-2021-BLG-1372L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1372L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1372L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,17/02/2023
KMT-2021-BLG-1547L b,1,1,Microlensing,2023,14/12/2023
KMT-2021-BLG-1554L b,1,1,Microlensing,2022,31/10/2022
KMT-2021-BLG-1554L b,1,1,Microlensing,2022,02/11/2022
KMT-2021-BLG-1554L b,1,1,Microlensing,2022,31/10/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,23/08/2022
KMT-2021-BLG-1770L b,1,1,Microlensing,2023,05/01/2024
KMT-2021-BLG-1898L b,1,1,Microlensing,2022,18/10/2022
KMT-2021-BLG-1898L b,1,1,Microlensing,2022,18/10/2022
KMT-2021-BLG-2010L b,1,1,Microlensing,2023,05/09/2023
KMT-2021-BLG-2010L b,1,1,Microlensing,2023,05/09/2023
KMT-2021-BLG-2294L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-2294L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-2294L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-2294L b,1,1,Microlensing,2022,29/11/2022
KMT-2021-BLG-2478L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-2478L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-2478L b,1,1,Microlensing,2023,28/03/2023
KMT-2021-BLG-2609L b,1,1,Microlensing,2024,16/12/2024
KMT-2021-BLG-2609L b,1,1,Microlensing,2024,16/12/2024
KMT-2022-BLG-0303L b,1,1,Microlensing,2024,16/12/2024
KMT-2022-BLG-0371L b,1,1,Microlensing,2023,05/09/2023
KMT-2022-BLG-0371L b,1,1,Microlensing,2023,05/09/2023
KMT-2022-BLG-0440L b,1,1,Microlensing,2023,26/05/2023
KMT-2022-BLG-0440L b,1,1,Microlensing,2023,26/05/2023
KMT-2022-BLG-1013L b,1,1,Microlensing,2023,05/09/2023
KMT-2022-BLG-1790L b,1,1,Microlensing,2025,02/06/2025
KMT-2022-BLG-2076L b,1,1,Microlensing,2025,02/06/2025
KMT-2022-BLG-2076L b,1,1,Microlensing,2025,02/06/2025
KMT-2022-BLG-2286L b,1,1,Microlensing,2024,09/01/2025
KMT-2022-BLG-2286L b,1,1,Microlensing,2024,09/01/2025
KMT-2023-BLG-0119L b,1,1,Microlensing,2025,28/08/2025
KMT-2023-BLG-0119L b,1,1,Microlensing,2025,28/08/2025
KMT-2023-BLG-0416L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-0416L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-0416L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-0416L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-0469L b,1,1,Microlensing,2024,10/06/2024
KMT-2023-BLG-0469L b,1,1,Microlensing,2024,10/06/2024
KMT-2023-BLG-0469L b,1,1,Microlensing,2024,10/06/2024
KMT-2023-BLG-0735L b,1,1,Microlensing,2024,10/06/2024
KMT-2023-BLG-0735L b,1,1,Microlensing,2024,10/06/2024
KMT-2023-BLG-1431L b,1,1,Microlensing,2024,25/06/2024
KMT-2023-BLG-1431L b,1,1,Microlensing,2024,25/06/2024
KMT-2023-BLG-1454L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1454L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1454L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1454L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1642L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1642L b,1,1,Microlensing,2024,19/04/2024
KMT-2023-BLG-1743L b,1,1,Microlensing,2024,09/01/2025
KMT-2023-BLG-1866L b,1,1,Microlensing,2024,11/10/2024
KMT-2023-BLG-1866L b,1,1,Microlensing,2024,11/10/2024
KMT-2023-BLG-1866L b,1,1,Microlensing,2024,11/10/2024
KMT-2023-BLG-1896L b,1,1,Microlensing,2025,28/08/2025
KMT-2023-BLG-1896L b,1,1,Microlensing,2025,28/08/2025
KMT-2023-BLG-2209L b,1,1,Microlensing,2025,02/06/2025
KMT-2024-BLG-0404L b,1,2,Microlensing,2025,02/10/2025
KMT-2024-BLG-0404L c,1,2,Microlensing,2025,02/10/2025
KMT-2024-BLG-1044L b,1,1,Microlensing,2024,09/01/2025
KMT-2024-BLG-1044L b,1,1,Microlensing,2024,09/01/2025
KMT-2024-BLG-1209L b,1,1,Microlensing,2025,07/08/2025
KMT-2024-BLG-1209L b,1,1,Microlensing,2025,07/08/2025
KOBE-1 b,1,2,Radial Velocity,2025,24/02/2025
KOBE-1 c,1,2,Radial Velocity,2025,24/02/2025
KOI-12 b,1,2,Transit,2015,04/03/2024
KOI-12 b,1,2,Transit,2015,21/11/2014
KOI-12 b,1,2,Transit,2015,07/11/2019
KOI-12 b,1,2,Transit,2015,26/04/2018
KOI-12 b,1,2,Transit,2015,08/05/2017
KOI-12 b,1,2,Transit,2015,16/09/2024
KOI-12 b,1,2,Transit,2015,28/07/2016
KOI-12 b,1,2,Transit,2015,06/09/2018
KOI-12 b,1,2,Transit,2015,18/11/2014
KOI-12 b,1,2,Transit,2015,25/09/2018
KOI-12 b,1,2,Transit,2015,28/10/2013
KOI-12 b,1,2,Transit,2015,25/08/2015
KOI-12 b,1,2,Transit,2015,10/05/2016
KOI-12 b,1,2,Transit,2015,14/05/2015
KOI-12 b,1,2,Transit,2015,18/04/2019
KOI-12 b,1,2,Transit,2015,18/10/2022
KOI-1257 b,2,1,Transit,2014,25/09/2018
KOI-1257 b,2,1,Transit,2014,25/06/2014
KOI-1257 b,2,1,Transit,2014,21/11/2014
KOI-1257 b,2,1,Transit,2014,18/11/2014
KOI-1257 b,2,1,Transit,2014,18/04/2019
KOI-1257 b,2,1,Transit,2014,28/07/2016
KOI-1257 b,2,1,Transit,2014,10/05/2016
KOI-1257 b,2,1,Transit,2014,08/05/2017
KOI-1257 b,2,1,Transit,2014,25/08/2015
KOI-1257 b,2,1,Transit,2014,28/10/2013
KOI-13 b,3,1,Transit,2011,25/09/2018
KOI-13 b,3,1,Transit,2011,18/04/2019
KOI-13 b,3,1,Transit,2011,18/09/2014
KOI-13 b,3,1,Transit,2011,28/07/2016
KOI-13 b,3,1,Transit,2011,18/09/2014
KOI-13 b,3,1,Transit,2011,20/11/2024
KOI-13 b,3,1,Transit,2011,15/02/2018
KOI-13 b,3,1,Transit,2011,04/03/2024
KOI-13 b,3,1,Transit,2011,12/07/2024
KOI-13 b,3,1,Transit,2011,21/11/2014
KOI-13 b,3,1,Transit,2011,06/09/2018
KOI-13 b,3,1,Transit,2011,25/08/2015
KOI-13 b,3,1,Transit,2011,10/05/2016
KOI-13 b,3,1,Transit,2011,18/09/2014
KOI-13 b,3,1,Transit,2011,08/05/2017
KOI-13 b,3,1,Transit,2011,18/11/2014
KOI-13 b,3,1,Transit,2011,15/10/2015
KOI-13 b,3,1,Transit,2011,18/09/2014
KOI-13 b,3,1,Transit,2011,27/08/2015
KOI-13 b,3,1,Transit,2011,28/10/2013
KOI-134 b,1,2,Transit,2025,05/12/2024
KOI-134 b,1,2,Transit,2025,25/09/2018
KOI-134 b,1,2,Transit,2025,28/10/2013
KOI-134 b,1,2,Transit,2025,17/07/2025
KOI-134 b,1,2,Transit,2025,21/11/2014
KOI-134 b,1,2,Transit,2025,08/05/2017
KOI-134 b,1,2,Transit,2025,18/11/2014
KOI-134 c,1,2,Transit Timing Variations,2025,17/07/2025
KOI-142 b,1,3,Transit,2013,05/12/2024
KOI-142 b,1,3,Transit,2013,04/06/2020
KOI-142 b,1,3,Transit,2013,28/07/2016
KOI-142 b,1,3,Transit,2013,28/10/2013
KOI-142 b,1,3,Transit,2013,21/02/2024
KOI-142 b,1,3,Transit,2013,06/09/2018
KOI-142 b,1,3,Transit,2013,18/11/2014
KOI-142 b,1,3,Transit,2013,21/11/2014
KOI-142 b,1,3,Transit,2013,25/09/2018
KOI-142 b,1,3,Transit,2013,14/05/2014
KOI-142 c,1,3,Transit Timing Variations,2013,14/05/2014
KOI-142 c,1,3,Transit Timing Variations,2013,21/02/2024
KOI-142 c,1,3,Transit Timing Variations,2013,04/06/2020
KOI-1599.01,1,2,Transit,2019,18/11/2014
KOI-1599.01,1,2,Transit,2019,28/07/2016
KOI-1599.01,1,2,Transit,2019,21/11/2014
KOI-1599.01,1,2,Transit,2019,08/05/2017
KOI-1599.01,1,2,Transit,2019,25/09/2018
KOI-1599.01,1,2,Transit,2019,23/05/2019
KOI-1599.01,1,2,Transit,2019,28/10/2013
KOI-1599.01,1,2,Transit,2019,25/08/2015
KOI-1599.02,1,2,Transit,2019,23/05/2019
KOI-1599.02,1,2,Transit,2019,28/10/2013
KOI-1599.02,1,2,Transit,2019,21/11/2014
KOI-1599.02,1,2,Transit,2019,18/11/2014
KOI-1599.02,1,2,Transit,2019,08/05/2017
KOI-1599.02,1,2,Transit,2019,25/08/2015
KOI-1599.02,1,2,Transit,2019,25/09/2018
KOI-1783.01,1,2,Transit,2020,07/05/2020
KOI-1783.01,1,2,Transit,2020,05/12/2024
KOI-1783.01,1,2,Transit,2020,16/04/2025
KOI-1783.01,1,2,Transit,2020,18/11/2014
KOI-1783.01,1,2,Transit,2020,25/09/2018
KOI-1783.01,1,2,Transit,2020,28/10/2013
KOI-1783.01,1,2,Transit,2020,08/05/2017
KOI-1783.01,1,2,Transit,2020,28/07/2016
KOI-1783.01,1,2,Transit,2020,25/08/2015
KOI-1783.01,1,2,Transit,2020,21/11/2014
KOI-1783.02,1,2,Transit,2020,08/05/2017
KOI-1783.02,1,2,Transit,2020,25/08/2015
KOI-1783.02,1,2,Transit,2020,16/04/2025
KOI-1783.02,1,2,Transit,2020,21/11/2014
KOI-1783.02,1,2,Transit,2020,18/11/2014
KOI-1783.02,1,2,Transit,2020,28/10/2013
KOI-1783.02,1,2,Transit,2020,05/12/2024
KOI-1783.02,1,2,Transit,2020,28/07/2016
KOI-1783.02,1,2,Transit,2020,25/09/2018
KOI-1783.02,1,2,Transit,2020,07/05/2020
KOI-1831 d,1,4,Transit,2021,18/11/2014
KOI-1831 d,1,4,Transit,2021,08/05/2017
KOI-1831 d,1,4,Transit,2021,25/09/2018
KOI-1831 d,1,4,Transit,2021,11/06/2021
KOI-1831 d,1,4,Transit,2021,05/12/2024
KOI-1831 d,1,4,Transit,2021,25/08/2015
KOI-1831 d,1,4,Transit,2021,28/10/2013
KOI-1831 d,1,4,Transit,2021,21/11/2014
KOI-1831 d,1,4,Transit,2021,28/07/2016
KOI-1831 d,1,4,Transit,2021,16/04/2025
KOI-1833 d,1,3,Transit,2021,25/09/2018
KOI-1833 d,1,3,Transit,2021,08/05/2017
KOI-1833 d,1,3,Transit,2021,28/07/2016
KOI-1833 d,1,3,Transit,2021,25/08/2015
KOI-1833 d,1,3,Transit,2021,11/06/2021
KOI-1833 d,1,3,Transit,2021,18/11/2014
KOI-1833 d,1,3,Transit,2021,21/11/2014
KOI-1843.03,1,2,Transit,2013,08/03/2025
KOI-1843.03,1,2,Transit,2013,08/03/2025
KOI-217 b,1,1,Transit,2010,28/07/2016
